movie_id,title,release_date,video_release,IMDb_URL,unknown,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,tmdb_id,poster_path,overview,vote_average,clean_title
444,"Blob, The (1958)",01-Jan-1958,,"http://us.imdb.com/M/title-exact?Blob,%20The%20(1958)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9599.0,/tH4Jvr2Rg7UQFqcndE6Mws4p7sP.jpg,"In Arborville, California, three high school students try to protect their hometown from a gelatinous alien life form that engulfs everything it touches.",6.837,"Blob, The"
445,"Body Snatcher, The (1945)",01-Jan-1945,,"http://us.imdb.com/M/title-exact?Body%20Snatcher,%20The%20(1945)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,194166.0,/tlAxRZceGsRiYDZuggt3qOXzuMg.jpg,"A detective and his cowboy friend team up to stop a mad scientist who is stealing the bodies of murdered wrestlers, and bringing them back to life while electronically replacing their minds with those of animals to make them stronger and live longer.  Posing as a successful masked wrestler, the cowboy quickly attracts the attention of the scientist and his henchmen as their next experimental subject...",5.8,"Body Snatcher, The"
446,Burnt Offerings (1976),01-Jan-1976,,http://us.imdb.com/M/title-exact?Burnt%20Offerings%20(1976),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13549.0,/2ipG69lXOjGMX7F7qxJQzUoiUsd.jpg,"A couple and their twelve-year-old son move into a giant house for the summer where things aren’t quite what they seem. Every time someone gets hurt on the grounds, the beat-up house seems to repair itself…",6.516,Burnt Offerings
447,Carrie (1976),01-Jan-1976,,http://us.imdb.com/M/title-exact?Carrie%20(1976),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7340.0,/8tT1rqlsTguyfUBMrbHR9cv1rxM.jpg,"Withdrawn and sensitive teenager Carrie White faces bullying from classmates and abuse from her fanatically pious mother. When she begins to suspect that she has supernatural powers, things take a dark and violent turn.",7.325,Carrie
448,"Omen, The (1976)",01-Jan-1976,,"http://us.imdb.com/M/title-exact?Omen,%20The%20(1976)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49239.0,/tIOUIqHvjFyv80NoEIuIJxmr8VA.jpg,"After his brother was crippled in the ring by a cheating Thai boxer,  Chan Hung goes to Thailand to avenge his brother, and finds the key to an omen which may release their family from an ancient curse. He is then caught up in a spiraling web of fate, Buddhist curses, and black magic.",6.444,"Omen, The"
449,Star Trek: The Motion Picture (1979),01-Jan-1979,,http://us.imdb.com/M/title-exact?Star%20Trek:%20The%20Motion%20Picture%20(1979),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,152.0,/wfiAfNwH6CMKxz4vRaW8CPTabtk.jpg,"When an unidentified alien destroys three powerful Klingon cruisers, Captain James T. Kirk returns to the newly transformed U.S.S. Enterprise to take command.",6.477,Star Trek: The Motion Picture
450,Star Trek V: The Final Frontier (1989),01-Jan-1989,,http://us.imdb.com/M/title-exact?Star%20Trek%20V:%20The%20Final%20Frontier%20(1989),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,172.0,/uiXr41VLYsuug3CZbFrKLSNahuZ.jpg,A renegade Vulcan with a startling secret hijacks the U.S.S. Enterprise in order to find a mythical planet.,5.724,Star Trek V: The Final Frontier
451,Grease (1978),01-Jan-1978,,http://us.imdb.com/M/title-exact?Grease%20(1978),0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,621.0,/hPBIursfYm5ziEmNPrJXkKIDrdI.jpg,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",7.373,Grease
452,Jaws 2 (1978),01-Jan-1978,,http://us.imdb.com/M/title-exact?Jaws%202%20(1978),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,579.0,/cN3ijEwsn4kBaRuHfcJpAQJbeWe.jpg,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,6.024,Jaws 2
453,Jaws 3-D (1983),01-Jan-1983,,http://us.imdb.com/M/title-exact?Jaws%203-D%20(1983),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17692.0,/kqDXj53F9paqVGJLGfHtz7giJ3s.jpg,A giant thirty-five-foot shark becomes trapped in a SeaWorld theme park and it's up to the sons of police chief Brody to rescue everyone.,4.5,Jaws 3-D
454,Bastard Out of Carolina (1996),15-Dec-1996,,http://us.imdb.com/M/title-exact?Bastard%20Out%20of%20Carolina%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41240.0,/jYFwFOkHwWxaStR21UIgdb96Gzh.jpg,"A poor, struggling South Carolinian mother and daughter face painful choices with their resolve and pride. Bone, the eldest daughter, and Anney her tired mother, grow both closer and farther apart: Anney sees Glen as her last chance.",7.1,Bastard Out of Carolina
455,Jackie Chan's First Strike (1996),10-Jan-1997,,http://us.imdb.com/M/title-exact?Police%20Story%204:%20First%20Strike%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9404.0,/bRHbteT4IORJOXY0Qrnb4FPXRS0.jpg,"Hong Kong cop Chan Ka-Kui returns, working with Interpol to track down and arrest an illegal weapons dealer. Chan later realizes that things are not as simple as they appear and soon finds himself to be a pawn of an organization posing as Russian intelligence.",6.5,Jackie Chan's First Strike
456,Beverly Hills Ninja (1997),17-Jan-1997,,http://us.imdb.com/M/title-exact?Beverly%20Hills%20Ninja%20(1997),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9622.0,/kAUtHecWe0KS54jNggapnbHBGTI.jpg,"Haru, an orphaned American who washes ashore in Japan and is mistaken for the great White Ninja of legend. Raised among the finest Ninjas, Haru grows strong and big - very big. With the grace of all Three Stooges rolled into one body, Haru is an embarrassment to his clan. But when a beautiful blonde pleads for his help, Haru is given one dangerous, disastrously funny chance to prove himself.",5.653,Beverly Hills Ninja
457,Free Willy 3: The Rescue (1997),08-Aug-1997,,http://us.imdb.com/M/title-exact?Free+Willy+3%3A+The+Rescue+(1997),0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18519.0,/xzca4bxgP2aEMlPTyq5vqhsunFB.jpg,"Willy the whale is back, this time threatened by illegal whalers making money off sushi. Jesse, now 16, has taken a job on an orca-researching ship, along with old friend Randolph and a sarcastic scientist, Drew. On the whaler's ship is captain John Wesley and his son, Max, who isn't really pleased about his father's job, but doesn't have the gut to say so. Along the way, Willy reunites with Jesse.",6.115,Free Willy 3: The Rescue
458,Nixon (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Nixon%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10858.0,/cz2MTGr2wpDZLirgV2rGHBdA2t3.jpg,A look at President Richard M. Nixon—a man carrying the fate of the world on his shoulders while battling the self-destructive demands from within—spanning his troubled boyhood in California to the shocking Watergate scandal that would end his Presidency.,6.873,Nixon
459,"Cry, the Beloved Country (1995)",01-Jan-1995,,"http://us.imdb.com/M/title-exact?Cry,%20the%20Beloved%20Country%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,173893.0,/8inNsImz4yRfjGUkBzO6urIBM5A.jpg,"In the back country of South Africa, black minister Stephen Kumalo journeys to the city to search for his missing son, only to find his people living in squalor and his son a criminal. Reverend Misimangu is a young South African clergyman who helps find his missing son-turned-thief and sister-turned-prostitute in the slums of Johannesburg.",6.1,"Cry, the Beloved Country"
460,"Crossing Guard, The (1995)",01-Jan-1995,,"http://us.imdb.com/M/title-exact?Crossing%20Guard,%20The%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,328753.0,/kqUCp0XTjzXxqEQDy0x3hgZw6gI.jpg,"Based on the idea by Roland Topor (screenwriter of Roman Polanski's The Tenant), this very curious completely silent melodrama tells the story of Mona, who has left her father, the railway gatekeeper, after being raped on the train track. She is kidnapped and taken to a Parisian whorehouse. However, a disinherited prince, Dudu who tries to rescue her, is himself kidnapped and forced to serve as a male prostitute. The two captives meet there and fall in love. They are taken away by different rich people - he to an Arab ""harem,"" she to a surgeon's home.",0.0,"Crossing Guard, The"
461,Smoke (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Smoke%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10149.0,/1WMUaTQaj2dQrhsPI3Px0OR9eTF.jpg,"Writer Paul Benjamin is nearly hit by a bus when he leaves Auggie Wren's smoke shop. Stranger Rashid Cole  saves his life, and soon middle-aged Paul tells homeless Rashid that he wouldn't mind a short-term housemate. Still grieving over his wife's murder, Paul is moved by both Rashid's quest to reconnect with his father and Auggie's discovery that a woman who might be his daughter is about to give birth.",7.2,Smoke
462,Like Water For Chocolate (Como agua para chocolate) (1992),01-Jan-1992,,http://us.imdb.com/M/title-exact?Como%20agua%20para%20chocolate%20(1992),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,18183.0,/itwUdMqLmPfhtGJ44hiDxkqZhiq.jpg,"Tita is passionately in love with Pedro, but her controlling mother forbids her from marrying him. When Pedro marries her sister, Tita throws herself into her cooking and discovers she can transfer her emotions through the food she prepares, infecting all who eat it with her intense heartbreak.",7.278,Like Water For Chocolate
463,"Secret of Roan Inish, The (1994)",01-Jan-1994,,"http://us.imdb.com/M/title-exact?Secret%20of%20Roan%20Inish,%20The%20(1994)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14334.0,/jjYHAhscWp3uWutHSvFaLC3vEEW.jpg,"Ten-year-old Fiona is sent to live with her grandparents in a small fishing village in Donegal, Ireland. She soon learns the local legend that an ancestor of hers married a Selkie – a seal who can turn into a human. Years earlier, her baby brother was washed out to sea and never seen again, so when Fiona spies a naked little boy on the abandoned Isle of Roan Inish, she is compelled to investigate.",6.7,"Secret of Roan Inish, The"
464,Vanya on 42nd Street (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Vanya%20on%2042nd%20Street%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32636.0,/sYkkHsqXyUcFoLbXt4WNwnRRpT1.jpg,"An uninterrupted rehearsal of Chekhov's 'Uncle Vanya' plays out by a company of actors. The setting: their run-down theater with an unusable stage and crumbling ceiling. The play is shown act by act with the briefest of breaks to move props or for refreshments. The lack of costumes, real props and scenery is soon forgotten.",6.5,Vanya on 42nd Street
465,"Jungle Book, The (1994)",01-Jan-1994,,"http://us.imdb.com/M/title-exact?Jungle%20Book,%20The%20(1994)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9325.0,/9BgcTVV43dZ8A1TpuXWkuNTXtfI.jpg,"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.",7.277,"Jungle Book, The"
466,Red Rock West (1992),01-Jan-1992,,http://us.imdb.com/M/title-exact?Red%20Rock%20West%20(1992),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10427.0,/ewofUEqU3Gpr7WSgSz3TEVPIfBg.jpg,"When a promised job for Texan Michael fails to materialize in Wyoming, Mike is mistaken by Wayne to be the hitman he hired to kill his unfaithful wife, Suzanne. Mike takes full advantage of the situation, collects the money, and runs. During his getaway, things go wrong, and soon get worse when he runs into the real hitman, Lyle.",6.742,Red Rock West
467,"Bronx Tale, A (1993)",01-Jan-1993,,"http://us.imdb.com/M/title-exact?Bronx%20Tale,%20A%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1607.0,/sDbO6LmLYtyqAoFTPpRcMgPSCEO.jpg,"Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.",7.874,"Bronx Tale, A"
468,Rudy (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?Rudy%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14534.0,/fAbfTCRpjHe2rprXBly55KL1dL9.jpg,"Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team.",7.347,Rudy
469,Short Cuts (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?Short%20Cuts%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1382449.0,/p1u0jFPXqMtpedOB6decQVlnuGa.jpg,Director Laura Passalacqua sums up William Friedkin's horror classic The Exorcist in one animated minute!,0.0,Short Cuts
470,Tombstone (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?Tombstone%20(1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11969.0,/wGFCvylul8iEQhJOKfwZGGvXMzA.jpg,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",7.578,Tombstone
471,Courage Under Fire (1996),08-Mar-1996,,http://us.imdb.com/M/title-exact?Courage%20Under%20Fire%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10684.0,/vDJurMJkrx049AiXa3DJx5Zx7a4.jpg,"A US Army officer, who made a ""friendly fire"" mistake that was covered up, has been reassigned to a desk job. He is tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor. At first all seems in order. But then he begins to notice inconsistencies between the testimonies of the witnesses...",6.524,Courage Under Fire
472,Dragonheart (1996),31-May-1996,,http://us.imdb.com/M/title-exact?Dragonheart%20(1996),0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8840.0,/5ciO16x4LQ7uhy854YHvQuQvHU9.jpg,"In an ancient time when majestic fire-breathers soared through the skies, a knight named Bowen comes face to face and heart to heart with the last dragon on Earth, Draco. Taking up arms to suppress a tyrant king, Bowen soon realizes his task will be harder than he'd imagined: If he kills the king, Draco will die as well.",6.541,Dragonheart
473,James and the Giant Peach (1996),12-Apr-1996,,http://us.imdb.com/M/title-exact?James%20and%20the%20Giant%20Peach%20(1996),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10539.0,/qUjArAMcCt2S3QJBb9CgVQu1MXs.jpg,"When the young orphan boy James spills a magic bag of crocodile tongues, he finds himself in possession of a giant peach that flies him away to strange lands.",6.574,James and the Giant Peach
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),01-Jan-1963,,http://us.imdb.com/M/title-exact?Dr.%20Strangelove%20or:%20How%20I%20Learned%20to%20Stop%20Worrying%20and%20Love%20the%20Bomb%20(1963),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,935.0,/7SixLzxcqezkZEYU8pcHZgbkmjp.jpg,"After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop it.",8.124,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
475,Trainspotting (1996),19-Jul-1996,,http://us.imdb.com/Title?Trainspotting+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,627.0,/1jUC02qsqS2NxBMFarbIhcQtazV.jpg,"Heroin addict Mark Renton stumbles through bad ideas and sobriety attempts with his unreliable friends --Sick Boy, Begbie, Spud and Tommy. He also has an underage girlfriend, Diane, along for the ride. After cleaning up and moving from Edinburgh to London, Mark finds he can't escape the life he left behind as Begbie and Sick Boy come knocking.",8.0,Trainspotting
476,"First Wives Club, The (1996)",14-Sep-1996,,"http://us.imdb.com/M/title-exact?First%20Wives%20Club,%20The%20(1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2925.0,/2ApifgYnfdJUSmCKzTBrWOYYWsn.jpg,"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!",6.702,"First Wives Club, The"
477,Matilda (1996),02-Aug-1996,,http://us.imdb.com/M/title-exact?Matilda%20(1996),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10830.0,/wYoDpWInsBEVSmWStnRH06ddoyk.jpg,"Matilda Wormwood is an exquisite and intelligent little girl. Unfortunately, her parents, Harry and Zinnia misunderstand her because they think she is so different. As time passes, she finally starts school and has a kind teacher, loyal friends, and a sadistic headmistress. As she gets fed up with the constant cruelty, she begins to realize that she has a gift of telekinetic powers. After some days of practice, she suddenly turns the tables to stand up to Harry and Zinnia and outwit the headmistress.",7.168,Matilda
478,"Philadelphia Story, The (1940)",01-Jan-1940,,"http://us.imdb.com/M/title-exact?Philadelphia%20Story,%20The%20(1940)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,981.0,/dKUubjvxO78XDts6VP1Ggcp4R9O.jpg,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",7.587,"Philadelphia Story, The"
479,Vertigo (1958),01-Jan-1958,,http://us.imdb.com/M/title-exact?Vertigo%20(1958),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,426.0,/15uOEfqBNTVtDUT7hGBVCka0rZz.jpg,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",8.155,Vertigo
480,North by Northwest (1959),01-Jan-1959,,http://us.imdb.com/M/title-exact?North%20by%20Northwest%20(1959),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,213.0,/kNOFPQrel9YFCVzI0DF8FnCEpCw.jpg,"Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.",7.98,North by Northwest
481,"Apartment, The (1960)",01-Jan-1960,,"http://us.imdb.com/M/title-exact?Apartment,%20The%20(1960)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,284.0,/hhSRt1KKfRT0yEhEtRW3qp31JFU.jpg,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",8.2,"Apartment, The"
482,Some Like It Hot (1959),01-Jan-1959,,http://us.imdb.com/M/title-exact?Some%20Like%20It%20Hot%20(1959),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,239.0,/hVIKyTK13AvOGv7ICmJjK44DTzp.jpg,Two musicians witness a mob hit and need to quickly find a way out of Chicago. Their only opportunity comes in the form of joining an all-girl band as they prepare to leave on a tour. The two disguise themselves as women and struggle to keep their identities secret as the gangsters close in.,8.1,Some Like It Hot
483,Casablanca (1942),01-Jan-1942,,http://us.imdb.com/M/title-exact?Casablanca%20(1942),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,289.0,/oyGRZVIthHJjc98ekKpeWpDh8Ws.jpg,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",8.156,Casablanca
484,"Maltese Falcon, The (1941)",01-Jan-1941,,"http://us.imdb.com/M/title-exact?Maltese%20Falcon,%20The%20(1941)",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,28257.0,/zpE6gucVjusGXSS4lcSjqIWCeAj.jpg,"A lovely dame with dangerous lies employs the services of a private detective, who is quickly caught up in the mystery and intrigue of a statuette known as the Maltese Falcon.",6.317,"Maltese Falcon, The"
485,My Fair Lady (1964),01-Jan-1964,,http://us.imdb.com/M/title-exact?My%20Fair%20Lady%20(1964),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11113.0,/bTXVc29lGSNclf94VIZ49W4gGKl.jpg,A snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,7.502,My Fair Lady
486,Sabrina (1954),01-Jan-1954,,http://us.imdb.com/M/title-exact?Sabrina%20(1954),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11860.0,/i8PbLJDPU7vCwwscWD625oHbJy.jpg,"Sabrina Fairchild, a chauffeur's daughter, grew up at the Long Island estate of the wealthy Larrabee family enchanted with their sparkling world of privilege and wealth, but she's especially enamored of younger son David, a charming playboy. After the once plain Sabrina returns from a sojourn in Paris transformed into a glamorous young woman, she at long last catches David's eye. In a calculated effort to manipulate David away from her and into a more financially advantageous marriage, formidable older brother Linus devises a plan to keep them apart.",6.2,Sabrina
487,Roman Holiday (1953),01-Jan-1953,,http://us.imdb.com/M/title-exact?Roman%20Holiday%20(1953),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,804.0,/8lI9dmz1RH20FAqltkGelY1v4BE.jpg,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.",7.9,Roman Holiday
488,Sunset Blvd. (1950),01-Jan-1950,,http://us.imdb.com/M/title-exact?Sunset%20Boulevard%20(1950),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,664159.0,/i355u6490I0vsNrvORwfp0qvoqw.jpg,"Commissioned by The Getty Museum on the occasion of their 2019 Getty Medal to the painter, draftsman, photographer, and bookmaker, Ed Ruscha. Utilizing The Getty Research Institute's preservation and digitization of over a million images from Ed's Streets of Los Angeles photo series, and excerpts from Jack Kerouac's ""On The Road,"" this film puts together two of Ed's major inspirations: Kerouac's text and the city of Los Angeles.",0.0,Sunset Blvd.
489,Notorious (1946),01-Jan-1946,,http://us.imdb.com/M/title-exact?Notorious%20(1946),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,303.0,/4RERYb1NIQrJHYY5e8nUlYM7t2z.jpg,"In order to help bring Nazis to justice, U.S. government agent T.R. Devlin recruits Alicia Huberman, the American daughter of a convicted German war criminal, as a spy. As they begin to fall for one another, Alicia is instructed to win the affections of Alexander Sebastian, a Nazi hiding out in Brazil. When Sebastian becomes serious about his relationship with Alicia, the stakes get higher, and Devlin must watch her slip further undercover.",7.747,Notorious
490,To Catch a Thief (1955),01-Jan-1955,,http://us.imdb.com/M/title-exact?To%20Catch%20a%20Thief%20(1955),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,381.0,/6M6NwjV3XvtayljoiZ8wRHOKCQG.jpg,"When a string of jewel robberies hits the French Riviera, suspicion falls on retired thief John “The Cat” Robie. To clear his name, he sets out to trap the copycat himself—entangling a wealthy widow and her beguiling daughter in a seductive game of pursuit, deception, and desire.",7.3,To Catch a Thief
491,"Adventures of Robin Hood, The (1938)",01-Jan-1938,,"http://us.imdb.com/M/title-exact?Adventures%20of%20Robin%20Hood,%20The%20(1938)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10907.0,/4mazyXEMkmLw5h6076yyNSm9uv0.jpg,Robin Hood fights nobly for justice against the evil Sir Guy of Gisbourne while striving to win the hand of the beautiful Maid Marian.,7.488,"Adventures of Robin Hood, The"
492,East of Eden (1955),01-Jan-1955,,http://us.imdb.com/M/title-exact?East%20of%20Eden%20(1955),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,220.0,/xv1MZVIop0SQqwLUymgE5eb2LFl.jpg,"In the Salinas Valley in and around World War I, Cal Trask feels he must compete against overwhelming odds with his brother for the love of their father. Cal is frustrated at every turn, from his reaction to the war, how to get ahead in business and in life, and how to relate to his estranged mother.",7.5,East of Eden
493,"Thin Man, The (1934)",01-Jan-1934,,"http://us.imdb.com/M/title-exact?Thin%20Man,%20The%20(1934)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3529.0,/6cL89ok9t8xEKboOjOVga2W66jj.jpg,A husband and wife detective team takes on the search for a missing inventor and almost get killed for their efforts.,7.487,"Thin Man, The"
494,His Girl Friday (1940),01-Jan-1940,,http://us.imdb.com/M/title-exact?His%20Girl%20Friday%20(1940),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3085.0,/lu86Y9zTPH3neCiUzLzHCEFHf7f.jpg,"Walter Burns is an irresistibly conniving newspaper publisher desperate to woo back his paper’s star reporter, who also happens to be his estranged wife. She’s threatening to quit and settle down with a new beau, but, as Walter knows, she has a weakness: she can’t resist a juicy scoop.",7.401,His Girl Friday
495,Around the World in 80 Days (1956),01-Jan-1956,,http://us.imdb.com/M/title-exact?Around%20the%20World%20in%2080%20Days%20(1956),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,229449.0,,The immortal story of Phileas Fogg and his servant Passepartout.,6.5,Around the World in 80 Days
496,It's a Wonderful Life (1946),01-Jan-1946,,http://us.imdb.com/M/title-exact?It's%20a%20Wonderful%20Life%20(1946),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1585.0,/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg,"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",8.274,It's a Wonderful Life
497,Bringing Up Baby (1938),01-Jan-1938,,http://us.imdb.com/M/title-exact?Bringing%20Up%20Baby%20(1938),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,900.0,/vTNNOtemaYmtx3k2NpsLMRJKEwZ.jpg,"David Huxley is waiting to get a bone he needs for his museum collection. Through a series of strange circumstances, he meets Susan Vance, and the duo have a series of misadventures which include a leopard called Baby.",7.526,Bringing Up Baby
498,"African Queen, The (1951)",01-Jan-1951,,"http://us.imdb.com/M/title-exact?African%20Queen,%20The%20(1951)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,488.0,/2Ypg0KhQfFYWILelvHGtSHHR0dk.jpg,"At the start of the First World War, in the middle of Africa’s nowhere, a gin soaked riverboat captain is persuaded by a strong-willed missionary to go down river and face-off a German warship.",7.352,"African Queen, The"
499,Cat on a Hot Tin Roof (1958),01-Jan-1958,,http://us.imdb.com/M/title-exact?Cat%20on%20a%20Hot%20Tin%20Roof%20(1958),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,261.0,/5djZZECgqDGuSI1INmrdAcGRBb0.jpg,"An alcoholic ex-football player drinks his days away, having failed to come to terms with his sexuality and his real feelings for his football buddy who died after an ambiguous accident. His wife is crucified by her desperation to make him desire her: but he resists the affections of his wife. His reunion with his father—who is dying of cancer—jogs a host of memories and revelations for both father and son.",7.645,Cat on a Hot Tin Roof
