movie_id,title,tmdb_id,poster_path,overview,vote_average
349,Hard Rain (1998),11258,/ggMcOVSax4lBXjYqqQUJLCtrar3.jpg,An armored car driver tries to elude a gang of thieves while a flood ravages the countryside.,5.858
350,Fallen (1998),283378,/usGCM7wiUQhijEwz39brIaoGlVa.jpg,"Lucinda Price is sent to a reform academy under the assumption that she has killed a boy. There, she meets two mysterious boys, Cam and Daniel, to whom she feels drawn to both. But as the love triangle unfurls, it is Daniel that Luce cannot keep herself away from, and things begin to take a darker turn when she finds out his true identity.",6.111
351,"Prophecy II, The (1998)",9033,/paHyRgF3uBMvK3i4YRjJ9wwFxbH.jpg,"The archangel Gabriel returns to try to destroy the human race he despises so much, with the help of a suicidal teen and the opposition of the angel Danyael.",6.041
352,Spice World (1997),6116,/vKiAnV1QAGIJP38vatwCZp4dCrH.jpg,World famous pop group the Spice Girls zip around London in their luxurious double decker tour bus having various adventures and performing for their fans.,4.9
353,Deep Rising (1998),9457,/A1nOnrAlG3EbOvzgZt2ya11OmjQ.jpg,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who have taken over the ship first.",6.157
354,"Wedding Singer, The (1998)",11003,/zVvyTrcZQb7kC2DPDzyo25WcxXp.jpg,"Robbie, a local rock star turned wedding singer, is dumped on the day of his wedding. Meanwhile, waitress Julia finally sets a wedding date with her fiancée Glenn. When Julia and Robbie meet and hit it off, they find that things are more complicated than anybody thought.",6.772
355,Sphere (1998),10153,/reR7C7EYe3DiHm5OYpA0ACUMDld.jpg,"A spacecraft is discovered on the floor of the Pacific Ocean, presumed to be at least 300 years old and of alien origin. A crack team of scientists and experts is assembled and taken to the Habitat, a state-of-the-art underwater living environment, to investigate.",6.129
356,"Client, The (1994)",81242,/rO1A9ffLrYDQXpNxwdrRIsmi9RX.jpg,"Kang Seong-hee, a famous lawyer, takes up a case wherein he has to defend a man who is the main suspect in his wife's death. However, a formidable public attorney tries to test his mettle in court.",6.9
357,One Flew Over the Cuckoo's Nest (1975),510,/kjWsMh72V6d8KRLV4EOoSJLT1H7.jpg,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",8.413
358,Spawn (1997),10336,/3svvunKXkhRvEKByGDua1Qu0otq.jpg,"After being murdered by corrupt colleagues in a covert government agency, Al Simmons makes a pact with the devil to be resurrected to see his beloved wife Wanda. In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.",5.434
359,"Assignment, The (1997)",483745,/pkMtmh4aIEad4QyZEhvrr7VyxIk.jpg,"Ma Tsai-Tung, a vagabond, doesn't have enough money to pay for his meal in a restaurant. He is beaten up but is saved by pretty Shirley and her fiancé Buffalo Hsiung with the help of their friend Ken Chan Lee. Restaurant owner Kao, hears that Ma is still alive, so he decides to finish him off.",0.0
360,Wonderland (1997),4997,/mfG8S7D4rYeVqvTzjc3D36PAK3R.jpg,"On the afternoon of July 1, 1981, Los Angeles police responded to a distress call on Wonderland Avenue and discovered a grisly quadruple homicide. The police investigation that followed uncovered two versions of the events leading up to the brutal murders - both involving legendary porn actor John Holmes.",6.077
361,Incognito (1997),395048,/qcXSEKmqOpHKDv7rIe9EcmZHec3.jpg,A young socialite hires a bodyguard to protect her when an ex-convict begins stalking her.,0.0
362,Blues Brothers 2000 (1998),11568,/nCoY8UK2x4DWpICipL40Hg4cDmO.jpg,"Finally released from prison, Elwood Blues is once again enlisted by Sister Mary Stigmata in her latest crusade to raise funds for a children's hospital. Hitting the road to re-unite the band and win the big prize at the New Orleans Battle of the Bands, Elwood is pursued cross-country by the cops.",5.277
363,Sudden Death (1995),895601,/sM1F5m9L7VZwZzByECxyPNp4F0E.jpg,A kid is riding a bike to his home and realising that he’s not alone,10.0
364,Ace Ventura: When Nature Calls (1995),9273,/wcinCf1ov2D6M3P7BBZkzQFOiIb.jpg,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.",6.321
365,Powder (1995),12665,/aQSA63T7zyzZxBZxr2MQaxt1gtO.jpg,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.",6.998
366,Dangerous Minds (1995),9909,/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",6.961
367,Clueless (1995),9603,/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",7.262
368,Bio-Dome (1996),9536,/pjSkGZAvksrbO6tGain8PJ3rfC7.jpg,"Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.",4.513
369,Black Sheep (1996),3603,/b6Spp82Tg8rv4YUSHGWFqFbgp0q.jpg,"After a childhood prank by his brother Angus causes Henry to develop a phobia of sheep, he must step up to the onslaught of a genetically-mutated man-eating flock with the help of his friend and a young environmentalist.",5.779
370,Mary Reilly (1996),9095,/cW5wTiv5fdtBOd22utmAIZBCMS3.jpg,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",5.8
371,"Bridges of Madison County, The (1995)",688,/teGMLWvCnJqvtPYCSuUKRM9MvFe.jpg,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,7.708
372,Jeffrey (1995),17447,/cacIqtIkUaD5xYqUUN1J7qJjciQ.jpg,"Jeffrey, a gay man living in New York City with an overwhelming fear of contracting AIDS, concludes that being celibate is the only option to protect himself. As fate would have it, shortly after his declaration of a sex-free existence, he meets the handsome Steve Howard, his dream man -- except for his HIV-positive status. Facing this dilemma, Jeffrey turns to his best friend and an outrageous priest for guidance.",6.201
373,Judge Dredd (1995),9482,/cfSnKn8NDU3m8UxihjVcYprA0Aq.jpg,"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.",5.848
374,Mighty Morphin Power Rangers: The Movie (1995),9070,/pcLbHqs80dchv0byHivhdwHKEup.jpg,"Six incredible teens out-maneuver and defeat evil everywhere as the Mighty Morphin Power Rangers, but this time the Power Rangers may have met their match when they face off with Ivan Ooze, the most sinister monster the galaxy has ever seen.",5.857
375,Showgirls (1995),10802,/o4HT3Ap5c99W4FYpdXUtTvxGgPc.jpg,"Fresh to Las Vegas with no connections, Nomi Malone takes a job as an exotic dancer. Her talents are quickly noticed by Cristal, a headlining dancer who senses an opportunity to bolster her own act. But Nomi won’t play second fiddle and soon begins her venomous path to the top, ruthlessly backstabbing anyone who gets in her way.",5.579
376,Houseguest (1994),17207,/cdiHlZho11EEqD3aPanYe1rEYRB.jpg,"In hot water with the mob over an unpaid debt, a con man poses as a family friend in an affluent Pennsylvania suburb.",5.441
377,Heavyweights (1994),14819,/phjBzKsMySBz4NgKHPhPMTmIEjl.jpg,"Camp Hope is a summer retreat for overweight boys run by a kindly couple who make the campers feel comfortable with their extra pounds. But when tyrannical fitness guru Tony buys the camp, he puts the kids on a cruel regimen that goes too far. Sick of the endless weeks of ""all work and no play,"" the kids stage a coup and reclaim their summer of fun.",6.149
378,Miracle on 34th Street (1994),10510,/iUTPKkljdEjPlcPPYgbUz7APnHu.jpg,"Six-year-old Susan Walker has doubts about childhood's most enduring miracle—Santa Claus. Her mother told her the secret about Santa a long time ago, but, after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all—something to believe in.",6.743
379,Tales From the Crypt Presents: Demon Knight (1995),9059,/8uD5yk0ECebJ59lhvhTBKhUojc.jpg,"Ex-soldier Frank Brayker is the guardian of an ancient key that can unlock tremendous evil; the sinister Collector is a demon who wants the key so he can initiate the apocalypse. On the run from wicked mercenaries for almost 90 years, Brayker finally stops in at a boarding house in New Mexico where — with the help of its residents — he plans to face off against the Collector and his band of ghouls, preventing them from ever seizing the key.",6.867
380,Star Trek: Generations (1994),193,/gh0ZZRwSmlzEZTIZee3ZCN9Jssx.jpg,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,6.5
381,Muriel's Wedding (1994),236,/zJyTr8Fo412a2OIfJGXTRAm4IwX.jpg,"A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",6.8
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",2759,/kJ7syYXEJgSBmBfSnF3Can9cK1J.jpg,Two drag performers and a transgender woman travel across the desert to perform their unique style of cabaret.,7.278
383,"Flintstones, The (1994)",888,/k7gkf5Wa8YZ9iyEOylBMfw9pnkp.jpg,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,5.361
384,Naked Gun 33 1/3: The Final Insult (1994),36593,/p0AYsdgkudR9P5fNV5AjzbwQt8W.jpg,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he has to find out what top terrorist, Rocco, has planned for when he escapes. Adding to his problems, Frank's wife, Jane, is desperate for a baby.",6.487
385,True Lies (1994),36955,/pweFTnzzTfGK68woSVkiTgjLzWm.jpg,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used car salesman while terrorists smuggle nuclear war heads into the United States.",7.082
386,Addams Family Values (1993),2758,/sdxT2VjVSx9DRicwnuECUdBHeE7.jpg,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.",6.968
387,"Age of Innocence, The (1993)",278294,/ueocxfoQzW5nIdrjXbyB454kdw8.jpg,"Newland Archer is engaged to May Mingott of a prominent New York family. Shortly after the engagement is announced, Newland finds himself attracted to May's older married cousin Countess Ellen Olenska.",0.0
388,Beverly Hills Cop III (1994),306,/7vIpCkgGEfk5LZwm78nMxswLJRH.jpg,"When his boss is killed, Detroit cop Axel Foley finds evidence that the murderer had ties to a California amusement park called Wonder World. Returning to sunny Beverly Hills once more, Foley reunites with Detective Billy Rosewood to solve the case. Along with Billy's new partner, Detective Jon Flint, they discover that Wonder World is being used as a front for a massive counterfeiting ring.",5.879
389,Black Beauty (1994),83300,/3EsLAwrbORLGogbwTQbHlo9KC8K.jpg,Black Beauty lives with Squire Gordon and his stable girl Jenny. Squire Gordon is forced to sell Black Beauty to a cruel society lady. He is a sweet-tempered horse who through the course of his life encounters many trying experiences. He endures through his unyielding courage and faith.,5.8
390,Fear of a Black Hat (1993),20239,/jiJp7B74GBKJK8yCqLjMaFu24nJ.jpg,"Chronicling the controversial career of bad boys N.W.H. (Niggaz With Hats), this uproarious 'mockumentary' lampoons all of hardcore rap's hot-button issues. This underground laugh riot recounts the rise, fall and resurrection of a clueless bunch of would-be rappers, Ice Cold, Tone-Def & Tasty Taste performing as N.W.H.",5.896
391,Last Action Hero (1993),9593,/vkhEaWAv5j3qgrOGp3BgMeiYPKj.jpg,"After his father's death, a young boy finds solace in action movies featuring an indestructible cop. Given a magic ticket by a theater manager, he is transported into the film and teams up with the cop to stop a villain who escapes into the real world.",6.471
392,"Man Without a Face, The (1993)",210653,/7jSmEGZhblLWCEYawOhgTHxYNjq.jpg,A faceless killer who hunts women can only be stopped by a detective with a disturbing past.,6.2
393,Mrs. Doubtfire (1993),788,/shHrSmXS5140o6sQzgzXxn3KqSm.jpg,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as a British nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",7.193
394,Radioland Murders (1994),22588,/l9pvl3AH4UsUvLn4yUP0RR4pltx.jpg,A series of mysterious crimes threatens the existence of a new radio network.,5.873
395,Robin Hood: Men in Tights (1993),8005,/woexOLEkUlYsPLLuZRK6LjZaF38.jpg,"Robin Hood comes home after fighting in the Crusades to learn that the noble King Richard is in exile and that the despotic King John now rules England, with the help of the Sheriff of Rottingham. Robin Hood assembles a band of fellow patriots to do battle with King John and the Sheriff.",6.593
396,Serial Mom (1994),11592,/vAZkFho9YdIXPmMdHMwr10Go2FF.jpg,"Beverly is the perfect happy homemaker, along with her doting husband and two children, but this nuclear family just might explode when her fascination with serial killers collides with her ever-so-proper code of ethics.",6.743
397,Striking Distance (1993),11074,/1bLazrQWJQhO6u58vJZXJZ3ZFDh.jpg,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop, and goes on the record with his allegations. Demoted to water-way duty Tom, along with new partner Jo Christman, navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows, he must find the killer to prove his innocence.",5.845
398,Super Mario Bros. (1993),502356,/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",7.603
399,"Three Musketeers, The (1993)",615303,/7awA0rNZqVryQ17wLzbrVCMtdrL.jpg,,10.0
400,"Little Rascals, The (1994)",10897,/qI7PKX2JSw4yD2iQm3pyHvKir28.jpg,"When nine-year-old Alfalfa falls for Darla, his ""He-Man-Woman-Hating"" friends attempt to sabotage their relationship.",6.793
401,"Brady Bunch Movie, The (1995)",9066,/kbJfBJh5vEf5356Jlm6P37H48hD.jpg,"The original '70s TV family is now placed in the 1990s, where they're even more square and out of place than ever.",6.1
402,Ghost (1990),251,/w9RaPHov8oM5cnzeE27isnFMsvS.jpg,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",7.225
403,Batman (1989),268,/cij4dd21v2Rk2YtUQbV5kW69WB2.jpg,"Having witnessed his parents' brutal murder as a child, millionaire philanthropist Bruce Wayne fights crime in Gotham City disguised as Batman, a costumed hero who strikes fear into the hearts of villains. But when a deformed madman known as 'The Joker' seizes control of Gotham's criminal underworld, Batman must face his most ruthless nemesis ever while protecting both his identity and his love interest, reporter Vicki Vale.",7.235
404,Pinocchio (1940),10599,/aN2Pa9FnbJA2g4mnHPCWajwtdQ4.jpg,Roberto Benigni adapts the classic children's tale by Carlo Collodi for the big-budget family-oriented comedy Pinocchio.,5.763
405,Mission: Impossible (1996),575265,/z53D72EAOxGRqdr7KXXWp9dJiDe.jpg,"Ethan Hunt and team continue their search for the terrifying AI known as the Entity — which has infiltrated intelligence networks all over the globe — with the world's governments and a mysterious ghost from Hunt's past on their trail. Joined by new allies and armed with the means to shut the Entity down for good, Hunt is in a race against time to prevent the world as we know it from changing forever.",7.263
406,Thinner (1996),10280,/nXqHqsQXA0jJpCaUsyre1Yw18oV.jpg,"An obese lawyer finds himself growing ""Thinner"" when an old Romani man places a hex on him. Now the lawyer must call upon his friends in organized crime to help him persuade the old man to lift the curse. Time is running out for the desperate lawyer as he draws closer to his own death, and grows ever thinner.",5.884
407,Spy Hard (1996),10535,/yoegp9XEG4YCbJJKR0wvm0BGYpG.jpg,"The evil Gen. Rancor has his sights set on world domination, and only one man can stop him: Dick Steele, also known as Agent WD-40. Rancor needs to obtain a computer circuit for the missile that he is planning to fire, so Steele teams up with Veronique Ukrinsky, a KGB agent whose father designed the chip. Together they try to locate the evil mastermind's headquarters, where Veronique's father and several other hostages are being held.",5.399
408,"Close Shave, A (1995)",532,/qdIR27trLyrlJ5nmkbcG3Bomah6.jpg,"Wallace's whirlwind romance with the proprietor of the local wool shop puts his head in a spin, and Gromit is framed for sheep-rustling in a fiendish criminal plot.",7.567
409,Jack (1996),7095,/9W6UI8UQ4YdLCAaPFd0lcKJ1tX4.jpg,"Born with a rare condition that makes him age four times faster than normal, ten-year-old Jack Powell looks like a forty-year-old man. After years of homeschooling, he enters public school for the first time, eager to make friends and live like any other kid—only to discover that growing up too fast means learning some of life’s hardest lessons early.",6.301
410,Kingpin (1996),11543,/8AFJ0Mk7D5JZZxmT4NXKIKSclqp.jpg,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naive hit the circuit intent on settling an old score with Big Ern.",6.515
411,"Nutty Professor, The (1996)",9327,/fMtb5aZoLRNbMnCkatFsTmPRfl5.jpg,"When beautiful Carla Purty joins the university faculty, genetic professor Dr. Sherman Klump grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up, plumped down Don Juan.",5.6
412,"Very Brady Sequel, A (1996)",12606,/7xqOkzAQvXCLkDtmlWU6HZnOhru.jpg,"A man claiming to be Carol Brady's long-lost first husband, Roy Martin, shows up at the suburban Brady residence one evening. An impostor, the man is actually determined to steal the Bradys' familiar horse statue, a $20-million ancient Asian artifact.",5.8
413,Tales from the Crypt Presents: Bordello of Blood (1996),9431,/aKkUQ0Zd9TFlqfcMMHFKQBB15wZ.jpg,"Private eye Rafe Guttman is hired by repressed, born-again Katherine to find her missing bad-boy brother. The trail leads him to a whorehouse run by a thousand-year-old vampire and secretly backed by Katherine's boss, televangelist Jimmy Current.",5.911
414,My Favorite Year (1982),31044,/xksAhZJx1WmHM03OaePNe9IiEBt.jpg,"Fledgling comic Benjy Stone can't believe his luck when his childhood hero, the swashbuckling matinee idol Alan Swann, gets booked to appear on the variety show he writes for. But when Swann arrives, he fails to live up to his silver screen image. Instead, he's a drunken womanizer who suffers from stage fright. Benjy is assigned to look after him before the show, and it's all he can do to keep his former idol from going completely off the rails.",6.618
415,"Apple Dumpling Gang, The (1975)",22328,/oPGACB1ZfPM9bKlQva2TFpCkWSD.jpg,"Amos and Theodore, the two bumbling outlaw wannabes from The Apple Dumpling Gang, are back and trying to make it on their own. This time, the crazy duo gets involved in an army supply theft case -- and, of course, gets in lots of comic trouble along the way!",6.479
416,Old Yeller (1957),22660,/Xe7AB0ffhGPSdBZ4qJ9AKJfllL.jpg,"Young Travis Coates is left to take care of the family ranch with his mother and younger brother while his father goes off on a cattle drive in the 1860s. When a yellow mongrel comes for an uninvited stay with the family, Travis reluctantly adopts the dog.",6.909
417,"Parent Trap, The (1961)",9820,/dNqgjqxHIdfsQRQL5XTujNfX9pj.jpg,"Hallie Parker and Annie James are identical twins who were separated at a young age due to their parents' divorce. Unbeknownst to their parents, the girls are sent to the same summer camp, where they meet, discover the truth about their relationship, and come up with a plan to switch places in an effort to reunite their mother and father.",7.215
418,Cinderella (1950),593910,/clDFqATL4zcE7LzUwkrVj3zHvk7.jpg,"Cinderella, an orphaned girl with an evil stepmother, has big dreams and with the help of her Fabulous Godmother, she perseveres to make them come true.",6.339
419,Mary Poppins (1964),433,/1DjJh0vwGwi6KugPZfDiliO25XP.jpg,"Mr Banks is looking for a nanny for his two mischievous children and comes across Mary Poppins, an angelic nanny. She not only brings a change in their lives but also spreads happiness.",7.555
420,Alice in Wonderland (1951),12155,/o0kre9wRCZz3jjSjaru7QU0UtFz.jpg,"Alice, now 19 years old, returns to the whimsical world she first entered as a child and embarks on a journey to discover her true destiny.",6.636
421,William Shakespeare's Romeo and Juliet (1996),92784,/rl82fH9CwIN3uM4Zt6tanGOBIwd.jpg,"In Shakespeare's classic play, the Montagues and Capulets, two families of Renaissance Italy, have hated each other for years, but the son of one family and the daughter of the other fall desperately in love and secretly marry.",5.2
422,Aladdin and the King of Thieves (1996),11238,/kTH7qEyvdDYMoQraQZm3LFKCge3.jpg,"Legendary secrets are revealed as Aladdin and his friends—Jasmine, Abu, Carpet and, of course, the always entertaining Genie—face all sorts of terrifying threats and make some exciting last-minute escapes pursuing the King Of Thieves and his villainous crew.",6.2
423,E.T. the Extra-Terrestrial (1982),601,/an0nD6uq6byfxXCfk6lQBzdL2J1.jpg,"An alien is left behind on Earth and saved by the 10-year-old Elliott who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliott, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.",7.511
424,Children of the Corn: The Gathering (1996),25750,/tRjeV9AZgCXGTqyvlp7Ui55Yb3l.jpg,A bright young medical student must solve the frightening mystery that plagues the children of a small Midwestern town.,4.413
425,Bob Roberts (1992),10608,/j4PokuSIrmbN5oCR54D8kiI0U6a.jpg,"Millionaire conservative Bob Roberts launches an insurgent campaign against incumbent senator Brickley Paiste, firing up crowds at his rallies by singing '60s-style acoustic folk songs with lyrics espousing far-right conservative social and economic views.",6.497
426,"Transformers: The Movie, The (1986)",1857,/j4HTorvJdGOuIgGyE56fMCLmcCg.jpg,"The Autobots must stop a colossal planet-consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons.",7.137
427,To Kill a Mockingbird (1962),595,/gZycFUMLx2110dzK3nBNai7gfpM.jpg,"Scout Finch, 6, and her older brother Jem live in sleepy Maycomb, Alabama, spending much of their time with their friend Dill and spying on their reclusive and mysterious neighbor, Boo Radley. When Atticus, their widowed father and a respected lawyer, defends a black man named Tom Robinson against fabricated rape charges, the trial and tangent events expose the children to evils of racism and stereotyping.",8.0
428,Harold and Maude (1971),343,/t7qEuGwDjcYu8ajaKZ68DeDnOxw.jpg,The young Harold lives in his own world of suicide-attempts and funeral visits to avoid the misery of his current family and home environment. Harold meets an 80-year-old woman named Maude who also lives in her own world yet one in which she is having the time of her life. When the two opposites meet they realize that their differences don’t matter and they become best friends and love each other.,7.598
429,"Day the Earth Stood Still, The (1951)",215402,/9nTPGIxh05VHbY3bxfRujhgT0uy.jpg,An adolescent with the ability to control a looming war-golem becomes entangled in the Experts of Justice's fight against the infamous group Big Fire.,6.2
430,Duck Soup (1933),3063,/31t63plEGKHhYuuCpC9bFWO9SBS.jpg,Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,7.31
431,Highlander (1986),8009,/8Z8dptJEypuLoOQro1WugD855YE.jpg,He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.,6.868
432,Fantasia (1940),756,/5m9njnidjR0syG2gpVPVgcEMB2X.jpg,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",7.3
433,Heathers (1989),2640,/dGbVfM4WlM7uvIbyRehfPZUIgp2.jpg,"A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids.",7.272
434,Forbidden Planet (1956),830,/aq0OQfRS7hDDI8vyD0ICbH9eguC.jpg,"Starship C57D travels to planet Altair 4 in search of the crew of spaceship ""Bellerophon,"" a scientific expedition that has been missing for twenty years. They find themselves unwelcome by the expedition's lone survivor and warned of destruction by an invisible force if they don't turn back immediately.",7.256
435,Butch Cassidy and the Sundance Kid (1969),642,/gFmmykF1Ym3OGzENo50nZQaD1dx.jpg,"As the west rapidly becomes civilized, a pair of outlaws in 1890s Wyoming find themselves pursued by a posse and decide to flee to South America in hopes of evading the law.",7.6
436,"American Werewolf in London, An (1981)",814,/hVEqUASJmCQaolkKFEySCHZ8uKG.jpg,"American tourists David and Jack are savagely attacked by an unidentified animal while hiking on the Yorkshire Moors. After retiring to the home of a beautiful nurse to recuperate, David soon begins experiencing disturbing changes to his body and mind.",7.4
437,Amityville 1992: It's About Time (1992),41671,/rpNTpxVQu6YnLm8GvpvGyAGMg5g.jpg,"A hot-shot architect returns home from his latest business trip with a surprise: an ornate old clock rescued out of a soon-to-be-demolished mansion in Amityville, New York, that brings about a seemingly unstoppable demonic force.",4.701
438,Amityville 3-D (1983),27214,/gYvFL6REedBvjTSzVAhyk5imJgq.jpg,"To debunk the Amityville house's infamous reputation and take advantage of a rock-bottom asking price, skeptical journalist John Baxter buys the place and settles in to write his first novel.",4.579
439,Amityville: A New Generation (1993),33519,/jjWkIHRRj2kOgVMXpK8im4KOcTu.jpg,"Keyes, a successful photographer who lives at the border of Skid Row, notices a homeless man with a strange old mirror. Immediately struck by it for reasons he cannot explain, he convinces the man to sell it to him, soon behaving in increasingly erratic and unhinged ways.",4.224
440,Amityville II: The Possession (1982),16235,/xx9K2m2Arr5EZUQtmggKtEK1f2a.jpg,"Anthony and Dolores Montelli, along with their four children, move into their dream house in Amityville and are immediately plagued by a string of paranormal experiences. When the abusive Anthony wrongly places the blame on their children, Dolores recruits a local Catholic priest to exorcise the house.",5.741
441,"Amityville Horror, The (1979)",11449,/7VMscq0659xKmcXzd86de1DGV4W.jpg,"George Lutz, his wife Kathy, and their three children have just moved into a beautiful, and improbably cheap, Victorian mansion nestled in the sleepy coastal town of Amityville, Long Island. However, their dream home is concealing a horrific past and soon each member of the Lutz family is plagued with increasingly strange and violent visions and impulses.",6.27
442,"Amityville Curse, The (1990)",1024597,/bZY5UtTSRlRsBtPXDJ9ORMiKCd3.jpg,"A group of friends purchase an infamous home with the intention of flipping it, only to discover a deadly paranormal presence emanating from within the house.",4.536
443,"Birds, The (1963)",650498,/rFfA75af7x1IVZq25IWVqvDhgN8.jpg,"In the hyper-masculine criminal underworld, a masochistic high-ranking yakuza and his newly-assigned bodyguard become increasingly drawn to each other.",6.606
444,"Blob, The (1958)",9599,/tH4Jvr2Rg7UQFqcndE6Mws4p7sP.jpg,"In Arborville, California, three high school students try to protect their hometown from a gelatinous alien life form that engulfs everything it touches.",6.837
445,"Body Snatcher, The (1945)",194166,/tlAxRZceGsRiYDZuggt3qOXzuMg.jpg,"A detective and his cowboy friend team up to stop a mad scientist who is stealing the bodies of murdered wrestlers, and bringing them back to life while electronically replacing their minds with those of animals to make them stronger and live longer.  Posing as a successful masked wrestler, the cowboy quickly attracts the attention of the scientist and his henchmen as their next experimental subject...",5.8
446,Burnt Offerings (1976),13549,/2ipG69lXOjGMX7F7qxJQzUoiUsd.jpg,"A couple and their twelve-year-old son move into a giant house for the summer where things aren’t quite what they seem. Every time someone gets hurt on the grounds, the beat-up house seems to repair itself…",6.516
447,Carrie (1976),7340,/8tT1rqlsTguyfUBMrbHR9cv1rxM.jpg,"Withdrawn and sensitive teenager Carrie White faces bullying from classmates and abuse from her fanatically pious mother. When she begins to suspect that she has supernatural powers, things take a dark and violent turn.",7.325
448,"Omen, The (1976)",49239,/tIOUIqHvjFyv80NoEIuIJxmr8VA.jpg,"After his brother was crippled in the ring by a cheating Thai boxer,  Chan Hung goes to Thailand to avenge his brother, and finds the key to an omen which may release their family from an ancient curse. He is then caught up in a spiraling web of fate, Buddhist curses, and black magic.",6.444
449,Star Trek: The Motion Picture (1979),152,/wfiAfNwH6CMKxz4vRaW8CPTabtk.jpg,"When an unidentified alien destroys three powerful Klingon cruisers, Captain James T. Kirk returns to the newly transformed U.S.S. Enterprise to take command.",6.477
