movie_id,rating_count,mean_rating,title
632,58,3.896551724137931,Sophie's Choice (1982)
741,58,3.4482758620689653,"Last Supper, The (1995)"
898,58,3.2241379310344827,"Postman, The (1997)"
716,58,3.1551724137931036,Home for the Holidays (1995)
85,58,3.0344827586206895,"Ref, The (1994)"
722,58,2.9310344827586206,Nine Months (1995)
512,57,4.0,Wings of Desire (1987)
502,57,3.7017543859649122,Bananas (1971)
754,57,3.3859649122807016,Red Corner (1997)
770,57,3.3859649122807016,Devil in a Blue Dress (1995)
27,57,3.1052631578947367,Bad Boys (1995)
142,57,3.0701754385964914,Bedknobs and Broomsticks (1971)
40,57,2.8947368421052633,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
827,57,2.7719298245614037,Daylight (1996)
931,57,2.1578947368421053,"Island of Dr. Moreau, The (1996)"
494,56,4.0,His Girl Friday (1940)
813,56,3.892857142857143,"Celluloid Closet, The (1995)"
395,56,2.5892857142857144,Robin Hood: Men in Tights (1993)
847,55,3.727272727272727,Looking for Richard (1996)
344,55,3.6545454545454548,"Apostle, The (1997)"
369,55,2.6363636363636362,Black Sheep (1996)
413,55,2.6363636363636362,Tales from the Crypt Presents: Bordello of Blood (1996)
675,54,3.5555555555555554,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)"
721,54,3.4444444444444446,Mallrats (1995)
76,54,3.4074074074074074,Carlito's Way (1993)
535,54,3.1666666666666665,Addicted to Love (1997)
102,54,3.1296296296296298,"Aristocats, The (1970)"
396,54,2.814814814814815,Serial Mom (1994)
1065,53,3.490566037735849,Koyaanisqatsi (1983)
886,53,3.0754716981132075,"Life Less Ordinary, A (1997)"
702,53,3.018867924528302,Barcelona (1994)
892,53,2.7547169811320753,Flubber (1997)
875,53,2.7358490566037736,She's So Lovely (1997)
849,53,2.7169811320754715,Days of Thunder (1990)
840,53,2.660377358490566,Last Man Standing (1996)
441,53,2.5660377358490565,"Amityville Horror, The (1979)"
489,52,4.115384615384615,Notorious (1946)
466,52,3.5961538461538463,Red Rock West (1992)
768,52,3.076923076923077,Casper (1995)
342,52,2.923076923076923,"Man Who Knew Too Little, The (1997)"
877,52,2.5384615384615383,Excess Baggage (1997)
614,51,3.7450980392156863,Giant (1956)
749,51,3.176470588235294,"MatchMaker, The (1997)"
712,51,3.0784313725490198,Tin Men (1987)
542,51,2.5294117647058822,Pocahontas (1995)
490,50,4.02,To Catch a Thief (1955)
297,50,3.96,Ulee's Gold (1997)
602,50,3.7,"American in Paris, An (1951)"
686,50,3.68,"Perfect World, A (1993)"
806,50,3.46,Menace II Society (1993)
649,50,3.4,Once Upon a Time in America (1984)
206,50,3.38,Akira (1988)
1017,50,3.24,Trees Lounge (1996)
570,50,3.1,Wyatt Earp (1994)
139,50,2.78,"Love Bug, The (1969)"
955,49,3.4081632653061225,Before Sunrise (1995)
833,49,3.204081632653061,Bulletproof (1996)
772,49,3.061224489795918,Kids (1995)
541,49,2.877551020408163,Mortal Kombat (1995)
824,49,2.7551020408163267,"Great White Hype, The (1996)"
977,49,2.693877551020408,"Substitute, The (1996)"
406,49,2.4489795918367347,Thinner (1996)
683,49,2.4081632653061225,Rocket Man (1997)
467,48,3.7916666666666665,"Bronx Tale, A (1993)"
365,48,3.2083333333333335,Powder (1995)
562,48,3.2083333333333335,"Quick and the Dead, The (1995)"
244,48,3.1666666666666665,Smilla's Sense of Snow (1997)
674,48,2.8958333333333335,Cat People (1982)
841,48,2.75,"Glimmer Man, The (1996)"
1228,48,2.4583333333333335,Under Siege 2: Dark Territory (1995)
456,48,2.3125,Beverly Hills Ninja (1997)
948,48,2.1666666666666665,Booty Call (1997)
1007,47,4.127659574468085,Waiting for Guffman (1996)
789,47,3.574468085106383,Swimming with Sharks (1995)
366,47,3.3404255319148937,Dangerous Minds (1995)
339,47,3.25531914893617,Mad City (1997)
1118,47,3.25531914893617,Up in Smoke (1978)
363,47,2.723404255319149,Sudden Death (1995)
876,47,2.702127659574468,Money Talks (1997)
251,46,4.260869565217392,Shall We Dance? (1996)
524,46,4.021739130434782,"Great Dictator, The (1940)"
921,46,3.9782608695652173,Farewell My Concubine (1993)
794,46,3.652173913043478,It Could Happen to You (1994)
671,46,3.608695652173913,Bride of Frankenstein (1935)
956,46,3.608695652173913,Nobody's Fool (1994)
664,46,3.5434782608695654,"Paris, Texas (1984)"
1046,46,3.1739130434782608,Malice (1993)
941,46,3.0652173913043477,With Honors (1994)
1135,46,2.9782608695652173,"Doors, The (1991)"
444,46,2.717391304347826,"Blob, The (1958)"
760,46,2.652173913043478,Screamers (1995)
236,45,3.6222222222222222,Citizen Ruth (1996)
1197,45,3.5555555555555554,"Family Thing, A (1996)"
942,45,3.488888888888889,What's Love Got to Do with It (1993)
329,45,3.3333333333333335,Desperate Measures (1998)
952,45,3.1777777777777776,Blue in the Face (1995)
728,45,3.022222222222222,Junior (1994)
881,45,2.933333333333333,Money Talks (1997)
810,45,2.888888888888889,"Shadow, The (1994)"
552,45,2.8666666666666667,Species (1995)
1079,45,2.2444444444444445,Joe's Apartment (1996)
694,44,4.045454545454546,Persuasion (1995)
1142,44,4.045454545454546,When We Were Kings (1996)
656,44,4.0,M (1931)
638,44,3.772727272727273,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)"
896,44,3.772727272727273,"Sweet Hereafter, The (1997)"
224,44,3.7045454545454546,Ridicule (1996)
1067,44,3.4545454545454546,Bottle Rocket (1996)
1010,44,3.25,Basquiat (1996)
975,44,3.159090909090909,Fear (1996)
846,44,3.0681818181818183,To Gillian on Her 37th Birthday (1996)
761,44,3.0454545454545454,Nick of Time (1995)
1025,44,2.9318181818181817,Fire Down Below (1997)
984,44,2.8636363636363638,Shadow Conspiracy (1997)
1188,44,2.772727272727273,Young Guns II (1990)
575,44,2.5454545454545454,City Slickers II: The Legend of Curly's Gold (1994)
539,44,2.477272727272727,Mouse Hunt (1997)
688,44,1.8409090909090908,Leave It to Beaver (1997)
589,43,4.023255813953488,"Wild Bunch, The (1969)"
1050,43,3.6511627906976742,"Ghost and Mrs. Muir, The (1947)"
620,43,3.0930232558139537,"Chamber, The (1996)"
944,43,3.0,Renaissance Man (1994)
379,43,2.9767441860465116,Tales From the Crypt Presents: Demon Knight (1995)
809,43,2.9069767441860463,Rising Sun (1993)
1091,43,2.7209302325581395,Pete's Dragon (1977)
336,43,2.627906976744186,Playing God (1997)
261,43,2.558139534883721,Air Bud (1997)
407,43,2.511627906976744,Spy Hard (1996)
540,43,2.511627906976744,Money Train (1995)
890,43,1.9534883720930232,Mortal Kombat: Annihilation (1997)
902,42,3.8333333333333335,"Big Lebowski, The (1998)"
900,42,3.6904761904761907,Kundun (1997)
1098,42,3.6904761904761907,Flirting With Disaster (1996)
107,42,3.5,Moll Flanders (1996)
844,42,3.357142857142857,Freeway (1996)
872,42,3.0952380952380953,Love Jones (1997)
769,42,2.4523809523809526,Congo (1995)
963,41,4.2926829268292686,Some Folks Call It a Sling Blade (1993)
610,41,3.658536585365854,Gigi (1958)
1063,41,3.658536585365854,"Little Princess, A (1995)"
547,41,3.341463414634146,"Young Poisoner's Handbook, The (1995)"
1051,41,3.2439024390243905,"Associate, The (1996)"
350,41,3.1463414634146343,Fallen (1998)
330,41,3.024390243902439,187 (1997)
355,41,2.926829268292683,Sphere (1998)
1110,41,2.8536585365853657,Tank Girl (1995)
771,41,2.6341463414634148,Johnny Mnemonic (1995)
577,41,2.2195121951219514,Coneheads (1993)
611,40,4.1,Laura (1944)
57,40,4.0,Priest (1994)
945,40,3.925,Charade (1963)
639,40,3.7,"Tin Drum, The (Blechtrommel, Die) (1979)"
943,40,3.475,Killing Zoe (1994)
697,40,3.425,"Basketball Diaries, The (1995)"
1044,40,3.225,"Paper, The (1994)"
43,40,3.0,Disclosure (1994)
932,40,2.925,First Kid (1996)
802,40,2.7,Hard Target (1993)
819,40,2.7,Eddie (1996)
929,40,2.7,Harriet the Spy (1996)
503,39,3.641025641025641,"Candidate, The (1972)"
1221,39,3.4871794871794872,When a Man Loves a Woman (1994)
622,39,3.358974358974359,Swiss Family Robinson (1960)
752,39,3.3076923076923075,"Replacement Killers, The (1998)"
874,39,3.2564102564102564,Career Girls (1997)
16,39,3.2051282051282053,French Twist (Gazon maudit) (1995)
731,39,3.1538461538461537,"Corrina, Corrina (1994)"
785,39,3.1538461538461537,Only You (1994)
1060,39,3.051282051282051,"Adventures of Pinocchio, The (1996)"
623,39,2.923076923076923,Angels in the Outfield (1994)
373,39,2.8974358974358974,Judge Dredd (1995)
1217,39,2.871794871794872,Assassins (1995)
370,39,2.8205128205128207,Mary Reilly (1996)
951,39,2.8205128205128207,"Indian in the Cupboard, The (1995)"
585,39,2.4871794871794872,Son in Law (1993)
743,39,1.9487179487179487,"Crow: City of Angels, The (1996)"
646,38,3.8684210526315788,Once Upon a Time in the West (1969)
1021,38,3.8157894736842106,8 1/2 (1963)
1134,38,3.3157894736842106,Get on the Bus (1996)
637,38,3.026315789473684,"Howling, The (1981)"
1210,38,2.736842105263158,Virtuosity (1995)
1013,38,2.289473684210526,Anaconda (1997)
1089,38,2.1315789473684212,Speed 2: Cruise Control (1997)
30,37,3.945945945945946,Belle de jour (1967)
937,37,3.4054054054054053,"Thousand Acres, A (1997)"
1008,37,3.3783783783783785,I Shot Andy Warhol (1996)
41,37,3.081081081081081,Billy Madison (1995)
583,37,3.0,Romeo Is Bleeding (1993)
783,37,2.72972972972973,Milk Money (1994)
364,37,2.675675675675676,Ace Ventura: When Nature Calls (1995)
1090,37,2.4054054054054053,Sliver (1993)
856,36,3.8333333333333335,Night on Earth (1991)
796,36,3.0833333333333335,Speechless (1994)
670,36,3.0,Body Snatchers (1993)
1244,36,2.9166666666666665,Metro (1997)
1020,35,3.8857142857142857,Gaslight (1944)
522,35,3.7714285714285714,Down by Law (1986)
644,35,3.7714285714285714,"Thin Blue Line, The (1988)"
979,35,3.2,"Trigger Effect, The (1996)"
567,35,2.8,Wes Craven's New Nightmare (1994)
1059,35,2.7714285714285714,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
266,35,2.7142857142857144,Kull the Conqueror (1997)
612,34,3.9411764705882355,Lost Horizon (1937)
653,34,3.911764705882353,Touch of Evil (1958)
922,34,3.823529411764706,Dead Man (1995)
971,34,3.676470588235294,Mediterraneo (1991)
961,34,3.6176470588235294,Orlando (1993)
372,34,3.5294117647058822,Jeffrey (1995)
925,34,3.323529411764706,Unforgettable (1996)
882,34,3.2941176470588234,Washington Square (1997)
723,34,3.1470588235294117,Boys on the Side (1995)
586,34,2.676470588235294,Terminal Velocity (1994)
829,34,2.6470588235294117,Fled (1996)
680,34,2.5588235294117645,Kull the Conqueror (1997)
641,33,4.212121212121212,Paths of Glory (1957)
990,33,3.090909090909091,Anna Karenina (1997)
1267,33,3.0,Clockers (1995)
573,33,2.9393939393939394,Body Snatchers (1993)
1139,33,2.606060606060606,Hackers (1995)
878,33,2.515151515151515,That Darn Cat! (1997)
78,33,2.4545454545454546,Free Willy (1993)
936,32,3.9375,Brassed Off (1996)
1022,32,3.4375,"Fast, Cheap & Out of Control (1997)"
580,32,3.375,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)"
1226,32,3.375,Night Falls on Manhattan (1997)
1126,32,3.34375,"Old Man and the Sea, The (1958)"
1018,32,3.1875,Tie Me Up! Tie Me Down! (1990)
974,32,3.03125,Eye for an Eye (1996)
774,32,2.9375,"Prophecy, The (1995)"
426,32,2.84375,"Transformers: The Movie, The (1986)"
989,32,2.84375,Cats Don't Dance (1997)
765,32,2.8125,Boomerang (1992)
1033,32,2.78125,Homeward Bound II: Lost in San Francisco (1996)
1132,32,2.625,Feeling Minnesota (1996)
940,32,2.34375,Airheads (1994)
1194,31,4.064516129032258,Once Were Warriors (1994)
1019,31,3.967741935483871,"Die xue shuang xiong (Killer, The) (1989)"
500,31,3.903225806451613,Fly Away Home (1996)
605,31,3.3548387096774195,Meet Me in St. Louis (1944)
630,31,3.2903225806451615,"Great Race, The (1965)"
995,31,3.161290322580645,"Kiss Me, Guido (1997)"
797,31,3.096774193548387,Timecop (1994)
349,31,2.903225806451613,Hard Rain (1998)
738,31,2.838709677419355,Threesome (1994)
808,31,2.838709677419355,"Program, The (1993)"
1023,31,2.5806451612903225,Fathers' Day (1997)
779,31,2.5483870967741935,Drop Zone (1994)
110,31,2.5161290322580645,Operation Dumbo Drop (1995)
383,31,2.064516129032258,"Flintstones, The (1994)"
368,31,1.903225806451613,Bio-Dome (1996)
608,30,3.933333333333333,Spellbound (1945)
537,30,3.6333333333333333,My Own Private Idaho (1991)
1220,30,3.3333333333333335,Higher Learning (1995)
843,30,3.0,"Shaggy Dog, The (1959)"
308,30,2.966666666666667,FairyTale: A True Story (1997)
1133,30,2.966666666666667,Escape to Witch Mountain (1975)
950,30,2.9,Georgia (1995)
1215,30,1.9333333333333333,Barb Wire (1996)
1137,29,3.9655172413793105,Beautiful Thing (1996)
1136,29,3.4827586206896552,Ghosts of Mississippi (1996)
1115,29,3.413793103448276,Twelfth Night (1996)
1061,29,2.9310344827586206,"Evening Star, The (1996)"
572,29,2.7586206896551726,Blown Away (1994)
764,29,2.7586206896551726,If Lucy Fell (1996)
1095,29,2.6206896551724137,High School High (1996)
563,29,2.413793103448276,Stephen King's The Langoliers (1995)
719,29,2.413793103448276,Canadian Bacon (1994)
1129,28,3.5714285714285716,Chungking Express (1994)
1109,28,3.4285714285714284,Death and the Maiden (1994)
1152,28,3.4285714285714284,In Love and War (1996)
279,28,3.2857142857142856,Once Upon a Time... When We Were Colored (1995)
972,28,3.1785714285714284,Passion Fish (1992)
1042,28,3.142857142857143,Just Cause (1995)
460,28,3.0,"Crossing Guard, The (1995)"
309,28,2.857142857142857,Deceiver (1997)
362,28,2.8214285714285716,Blues Brothers 2000 (1998)
1411,28,2.5714285714285716,Barbarella (1968)
571,28,2.5,Another Stakeout (1993)
388,28,2.392857142857143,Beverly Hills Cop III (1994)
613,27,4.037037037037037,My Man Godfrey (1936)
645,27,3.814814814814815,Paris Is Burning (1990)
1070,27,3.740740740740741,Living in Oblivion (1995)
805,27,3.6296296296296298,Manhattan Murder Mystery (1993)
464,27,3.5925925925925926,Vanya on 42nd Street (1994)
46,27,3.5555555555555554,Exotica (1994)
389,27,3.4444444444444446,Black Beauty (1994)
348,27,3.2962962962962963,Desperate Measures (1998)
905,27,3.2222222222222223,Great Expectations (1998)
842,27,3.1481481481481484,Pollyanna (1960)
1170,27,3.074074074074074,Spanking the Monkey (1994)
734,27,2.5185185185185186,Made in America (1993)
978,27,2.5185185185185186,Heaven's Prisoners (1996)
1034,27,2.5185185185185186,"Quest, The (1996)"
681,27,2.4444444444444446,Wishmaster (1997)
564,27,2.037037037037037,Tales from the Hood (1995)
457,27,1.7407407407407407,Free Willy 3: The Rescue (1997)
966,26,4.1923076923076925,"Affair to Remember, An (1957)"
1149,26,3.8461538461538463,Walkabout (1971)
836,26,3.769230769230769,Ninotchka (1939)
253,26,3.6923076923076925,"Pillow Book, The (1995)"
1240,26,3.6538461538461537,Ghost in the Shell (Kokaku kidotai) (1995)
1160,26,3.6153846153846154,Love! Valour! Compassion! (1997)
6,26,3.576923076923077,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
1218,26,3.4615384615384617,Friday (1995)
800,26,2.8846153846153846,In the Mouth of Madness (1995)
422,26,2.8461538461538463,Aladdin and the King of Thieves (1996)
1284,26,2.8461538461538463,Before and After (1996)
775,26,2.769230769230769,Something to Talk About (1995)
352,26,2.1153846153846154,Spice World (1997)
398,26,2.076923076923077,Super Mario Bros. (1993)
837,25,3.92,Meet John Doe (1941)
960,25,3.24,Naked (1993)
1045,25,3.24,Fearless (1993)
938,25,2.88,"Smile Like Yours, A (1997)"
1157,25,2.88,"Relic, The (1997)"
415,25,2.84,"Apple Dumpling Gang, The (1975)"
818,25,2.76,Girl 6 (1996)
1163,25,2.68,"Portrait of a Lady, The (1996)"
1222,25,2.68,Judgment Night (1993)
1040,25,2.6,Two if by Sea (1996)
1049,25,2.52,House Arrest (1996)
1052,25,2.28,Dracula: Dead and Loving It (1995)
991,25,2.24,Keys to Tulsa (1997)
834,25,2.2,Halloween: The Curse of Michael Myers (1995)
863,24,3.9166666666666665,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)"
459,24,3.75,"Cry, the Beloved Country (1995)"
634,24,3.75,Microcosmos: Le peuple de l'herbe (1996)
753,24,3.7083333333333335,Burnt By the Sun (1994)
730,24,3.5,"Queen Margot (Reine Margot, La) (1994)"
1053,24,3.4583333333333335,Now and Then (1995)
704,24,3.0416666666666665,"House of the Spirits, The (1993)"
869,24,3.0,Fools Rush In (1997)
376,24,2.8333333333333335,Houseguest (1994)
1036,24,2.75,Drop Dead Fred (1991)
551,24,2.4166666666666665,Lord of Illusions (1995)
1037,24,2.0,Grease 2 (1982)
962,23,3.130434782608696,Ruby in Paradise (1993)
1315,23,3.130434782608696,Inventing the Abbotts (1997)
1093,23,3.0869565217391304,Live Nude Girls (1995)
149,23,3.0,Jude (1996)
1199,23,2.869565217391304,Cemetery Man (Dellamorte Dellamore) (1994)
1006,23,2.8260869565217392,Until the End of the World (Bis ans Ende der Welt) (1991)
635,23,2.739130434782609,"Fog, The (1980)"
986,23,2.5652173913043477,Turbulence (1997)
1258,23,2.5217391304347827,Trial and Error (1997)
1054,23,2.3043478260869565,Mr. Wrong (1996)
130,23,2.260869565217391,Kansas City (1996)
375,23,1.9565217391304348,Showgirls (1995)
1005,22,3.6818181818181817,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)"
445,22,3.5,"Body Snatcher, The (1945)"
1176,22,3.3636363636363638,Welcome To Sarajevo (1997)
532,22,3.3181818181818183,Kama Sutra: A Tale of Love (1996)
953,22,3.3181818181818183,Unstrung Heroes (1995)
1168,22,3.3181818181818183,Little Buddha (1993)
624,22,3.272727272727273,"Three Caballeros, The (1945)"
1113,22,3.272727272727273,Mrs. Parker and the Vicious Circle (1994)
980,22,3.1818181818181817,Mother Night (1996)
821,22,3.0454545454545454,Mrs. Winterbourne (1996)
985,22,2.8636363636363638,Blood & Wine (1997)
1078,22,2.772727272727273,Oliver & Company (1988)
560,22,2.727272727272727,"Kid in King Arthur's Court, A (1995)"
565,22,2.6818181818181817,Village of the Damned (1995)
832,22,2.5454545454545454,Bogus (1996)
1231,22,2.5,Marked for Death (1990)
1057,22,2.3181818181818183,"Pallbearer, The (1996)"
1203,21,4.0476190476190474,Top Hat (1935)
1084,21,3.857142857142857,Anne Frank Remembered (1995)
1121,21,3.761904761904762,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
965,21,3.6666666666666665,Funny Face (1957)
1147,21,3.6666666666666665,My Family (1995)
543,21,3.619047619047619,"Misérables, Les (1995)"
865,21,3.4761904761904763,"Ice Storm, The (1997)"
1086,21,3.2857142857142856,It's My Party (1995)
906,21,3.1904761904761907,Oscar & Lucinda (1997)
335,21,2.761904761904762,How to Be a Player (1997)
795,21,2.4285714285714284,Richie Rich (1994)
816,21,2.4285714285714284,Candyman: Farewell to the Flesh (1995)
933,21,2.4285714285714284,"Funeral, The (1996)"
758,21,1.7142857142857142,Lawnmower Man 2: Beyond Cyberspace (1996)
320,20,4.05,Paradise Lost: The Child Murders at Robin Hood Hills (1996)
601,20,4.0,For Whom the Bell Tolls (1943)
904,20,3.45,Ma vie en rose (My Life in Pink) (1997)
1296,20,3.25,Indian Summer (1996)
1219,20,2.9,"Goofy Movie, A (1995)"
1208,20,2.85,Kiss of Death (1995)
982,20,2.8,Maximum Risk (1996)
351,20,2.7,"Prophecy II, The (1998)"
908,20,2.5,Half Baked (1998)
112,20,2.45,Flipper (1996)
1030,20,2.25,"Beverly Hillbillies, The (1993)"
1407,20,2.25,"Specialist, The (1994)"
1103,19,3.789473684210526,Trust (1990)
703,19,3.5789473684210527,Widows' Peak (1994)
1153,19,3.473684210526316,Backbeat (1993)
1277,19,3.4210526315789473,Set It Off (1996)
1245,19,3.210526315789474,Gridlock'd (1997)
1117,19,3.1052631578947367,Surviving Picasso (1996)
1265,19,3.0526315789473686,Star Maps (1997)
1248,19,3.0,Blink (1994)
1206,19,2.6842105263157894,Amos & Andrew (1993)
1283,19,2.6842105263157894,Out to Sea (1997)
579,19,2.6315789473684212,Fatal Instinct (1993)
138,19,2.5789473684210527,D3: The Mighty Ducks (1996)
1178,19,2.473684210526316,Major Payne (1994)
1444,19,2.473684210526316,That Darn Cat! (1965)
1183,19,2.210526315789474,"Cowboy Way, The (1994)"
263,19,2.1578947368421053,Steel (1997)
894,19,1.894736842105263,Home Alone 3 (1997)
424,19,1.3157894736842106,Children of the Corn: The Gathering (1996)
811,18,3.9444444444444446,Thirty-Two Short Films About Glenn Gould (1993)
617,18,3.7777777777777777,"Blue Angel, The (Blaue Engel, Der) (1930)"
968,18,3.7222222222222223,"Inspector General, The (1949)"
618,18,3.611111111111111,Picnic (1955)
1204,18,3.611111111111111,To Be or Not to Be (1942)
359,18,3.5,"Assignment, The (1997)"
1097,18,3.5,"Hate (Haine, La) (1995)"
1401,18,3.2222222222222223,M. Butterfly (1993)
916,18,3.1666666666666665,Lost in Space (1998)
1069,18,3.1666666666666665,Amateur (1994)
812,18,3.111111111111111,Andre (1994)
903,18,3.111111111111111,Afterglow (1997)
1107,18,3.0555555555555554,Beyond Rangoon (1995)
84,18,3.0,Robert A. Heinlein's The Puppet Masters (1994)
337,18,3.0,"House of Yes, The (1997)"
1105,18,2.8333333333333335,Firestorm (1998)
400,18,2.7222222222222223,"Little Rascals, The (1994)"
1478,18,2.7222222222222223,Dead Presidents (1995)
1239,18,2.4444444444444446,Cutthroat Island (1995)
1303,18,2.3333333333333335,"Getaway, The (1994)"
1185,18,2.2777777777777777,In the Army Now (1994)
862,18,2.111111111111111,Jingle All the Way (1996)
590,18,2.0,Hellraiser: Bloodline (1996)
1230,18,1.8333333333333333,Ready to Wear (Pret-A-Porter) (1994)
1286,17,3.7058823529411766,Shall We Dance? (1937)
947,17,3.235294117647059,"Big Blue, The (Grand bleu, Le) (1988)"
557,17,3.1176470588235294,Farinelli: il castrato (1994)
1120,17,3.0,I'm Not Rappaport (1996)
773,17,2.9411764705882355,Mute Witness (1994)
1038,17,2.823529411764706,Switchback (1997)
1232,17,2.4705882352941178,Madonna: Truth or Dare (1991)
1140,17,2.2941176470588234,"Road to Wellville, The (1994)"
1207,17,2.2941176470588234,Jade (1995)
1001,17,2.0,"Stupids, The (1996)"
745,16,3.875,"Ruling Class, The (1972)"
718,16,3.6875,In the Bleak Midwinter (1995)
1278,16,3.625,Selena (1997)
256,16,3.5625,When the Cats Away (Chacun cherche son chat) (1996)
691,16,3.5,Dark City (1998)
854,16,3.375,Bad Taste (1987)
1066,16,3.0,Balto (1995)
454,16,2.875,Bastard Out of Carolina (1996)
1032,16,2.875,Little Big League (1994)
1071,16,2.875,Party Girl (1995)
801,16,2.8125,"Air Up There, The (1994)"
725,16,2.75,Exit to Eden (1994)
1280,16,2.6875,Gang Related (1997)
998,16,2.5625,Cabin Boy (1994)
1311,16,2.5,Waiting to Exhale (1995)
860,16,2.25,"Believers, The (1987)"
997,16,2.125,Stuart Saves His Family (1995)
1419,16,2.125,Highlander III: The Sorcerer (1994)
453,16,1.9375,Jaws 3-D (1983)
1143,15,4.0,Hard Eight (1996)
835,15,3.8666666666666667,"Gay Divorcee, The (1934)"
1451,15,3.8666666666666667,Foreign Correspondent (1940)
115,15,3.7333333333333334,"Haunted World of Edward D. Wood Jr., The (1995)"
533,15,3.6666666666666665,"Daytrippers, The (1996)"
1172,15,3.6666666666666665,"Women, The (1939)"
1024,15,3.6,Mrs. Dalloway (1997)
888,15,3.466666666666667,One Night Stand (1997)
1058,15,3.2666666666666666,"War, The (1994)"
733,15,3.2,Go Fish (1994)
1285,15,3.1333333333333333,Princess Caraboo (1994)
1446,15,3.1333333333333333,"Bye Bye, Love (1995)"
1263,15,2.933333333333333,Foxfire (1996)
1112,15,2.8,Cobb (1994)
1273,15,2.7333333333333334,Color of Night (1994)
859,15,2.6666666666666665,April Fool's Day (1986)
700,15,2.6,Miami Rhapsody (1995)
1209,15,2.533333333333333,Mixed Nuts (1994)
983,15,2.4,"Rich Man's Wife, The (1996)"
574,15,2.2,Boxing Helena (1993)
1291,15,2.2,Celtic Pride (1996)
103,15,1.8666666666666667,All Dogs Go to Heaven 2 (1996)
853,14,3.857142857142857,Braindead (1992)
958,14,3.7857142857142856,To Live (Huozhe) (1994)
587,14,3.5714285714285716,"Hour of the Pig, The (1993)"
1171,14,3.142857142857143,Wild Reeds (1994)
1313,14,3.142857142857143,Palmetto (1998)
786,14,2.642857142857143,"Perez Family, The (1995)"
1225,14,2.642857142857143,Angus (1995)
996,14,2.5,"Big Green, The (1995)"
353,14,2.4285714285714284,Deep Rising (1998)
726,14,2.4285714285714284,Fluke (1995)
893,14,2.4285714285714284,For Richer or Poorer (1997)
1029,14,2.0,Jury Duty (1995)
1165,14,1.8571428571428572,Big Bully (1996)
440,14,1.6428571428571428,Amityville II: The Possession (1982)
1131,13,4.0,Safe (1995)
915,13,3.923076923076923,Primary Colors (1998)
909,13,3.769230769230769,Dangerous Beauty (1998)
1116,13,3.6153846153846154,"Mark of Zorro, The (1940)"
1099,13,3.4615384615384617,"Red Firecracker, Green Firecracker (1994)"
889,13,3.3846153846153846,"Tango Lesson, The (1997)"
1192,13,3.3846153846153846,"Boys of St. Vincent, The (1993)"
534,13,3.3076923076923075,Traveller (1997)
714,13,3.230769230769231,Carrington (1995)
787,13,3.230769230769231,Roommates (1995)
883,13,3.230769230769231,Telling Lies in America (1997)
1187,13,3.230769230769231,Switchblade Sisters (1975)
1404,13,3.230769230769231,Withnail and I (1987)
1281,13,3.1538461538461537,Manny & Lo (1996)
695,13,2.923076923076923,Kicking and Screaming (1995)
1161,13,2.923076923076923,Palookaville (1996)
828,13,2.6923076923076925,Alaska (1996)
1128,13,2.6923076923076925,Heidi Fleiss: Hollywood Madam (1995) 
1182,13,2.3076923076923075,Cops and Robbersons (1994)
885,13,2.230769230769231,Phantoms (1998)
1088,13,2.230769230769231,Double Team (1997)
36,13,2.1538461538461537,Mad Love (1995)
377,13,2.1538461538461537,Heavyweights (1994)
1229,13,2.1538461538461537,Poison Ivy II (1995)
669,13,1.6153846153846154,Body Parts (1991)
1124,12,3.8333333333333335,"Farewell to Arms, A (1932)"
1062,12,3.75,Four Days in September (1997)
1428,12,3.6666666666666665,SubUrbia (1997)
1211,12,3.4166666666666665,Blue Sky (1994)
1483,12,3.4166666666666665,"Man in the Iron Mask, The (1998)"
394,12,3.3333333333333335,Radioland Murders (1994)
1154,12,3.3333333333333335,Alphaville (1965)
593,12,3.1666666666666665,Stalingrad (1993)
967,12,3.1666666666666665,Little Lord Fauntleroy (1936)
1068,12,3.1666666666666665,"Star Maker, The (Uomo delle stelle, L') (1995)"
1166,12,3.1666666666666665,Love & Human Remains (1993)
1266,12,3.1666666666666665,Bread and Chocolate (Pane e cioccolata) (1973)
1469,12,3.1666666666666665,Tom and Huck (1995)
1518,12,3.0,Losing Isaiah (1995)
1015,12,2.8333333333333335,Shiloh (1997)
1249,12,2.8333333333333335,For Love or Money (1993)
1297,12,2.8333333333333335,Love Affair (1994)
1224,12,2.6666666666666665,"Scout, The (1994)"
397,12,2.5833333333333335,Striking Distance (1993)
556,12,2.5,Wild Bill (1995)
1092,12,2.5,Dear God (1996)
1094,12,2.4166666666666665,"Thin Line Between Love and Hate, A (1996)"
1076,12,2.25,"Pagemaster, The (1994)"
548,12,2.1666666666666665,"NeverEnding Story III, The (1994)"
667,12,2.1666666666666665,Audrey Rose (1977)
